NOMBRE DEL CANDIDATO,NOMBRE PARTIDO, MONTO 
ABELARDO AGUSTIN HERNANDEZ HERNANDEZ,PARTIDO HUMANISTA," 680,000 "
ABELARDO AGUSTIN HERNANDEZ HERNANDEZ,PARTIDO HUMANISTA," 100,000 "
ABIGAIL ALEJANDRA CARCAMO MARTINEZ,PARTIDO DE LA GENTE," 110,000 "
ABIGAIL ALEJANDRA CARCAMO MARTINEZ,PARTIDO DE LA GENTE," 600,000 "
ABIGAIL ALEJANDRA CARCAMO MARTINEZ,PARTIDO DE LA GENTE," 16,812 "
ABIGAIL ALEJANDRA CARCAMO MARTINEZ,PARTIDO DE LA GENTE," 1,000 "
ABIGAIL ALEJANDRA CARCAMO MARTINEZ,PARTIDO DE LA GENTE," 117,500 "
ABIGAIL FERNANDA JOFRE GONZALEZ,PARTIDO HUMANISTA," 582,000 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 50,000 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 100,000 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 50,000 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 1,000,000 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 50,000 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 100,000 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 1,355,654 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 442,644 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 50,000 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 50,000 "
ABRAHAM ANTONIO VEGA POBLETE,CIUDADANOS," 50,000 "
ABRAHAM DIAZ MAMANI,PARTIDO DEMOCRATA CRISTIANO," 800,000 "
ABRAHAM DIAZ MAMANI,PARTIDO DEMOCRATA CRISTIANO," 50,000 "
ABRAHAM DIAZ MAMANI,PARTIDO DEMOCRATA CRISTIANO," 500,000 "
ABRAHAM DIAZ MAMANI,PARTIDO DEMOCRATA CRISTIANO," 500,000 "
ABRAHAM DIAZ MAMANI,PARTIDO DEMOCRATA CRISTIANO," 100,000 "
ABRAHAM DIAZ MAMANI,PARTIDO DEMOCRATA CRISTIANO," 150,000 "
ABRAHAM DIAZ MAMANI,PARTIDO DEMOCRATA CRISTIANO," 433,160 "
ABRAHAM DIAZ MAMANI,PARTIDO DEMOCRATA CRISTIANO," 120,000 "
ABRAHAM DIAZ MAMANI,PARTIDO DEMOCRATA CRISTIANO," 120,000 "
ABRAHAM ELISEO ORTIZ ORELLANA,PARTIDO DE LA GENTE," 5,000 "
ABRAHAM ELISEO ORTIZ ORELLANA,PARTIDO DE LA GENTE," 350,000 "
ABRAHAM ELISEO ORTIZ ORELLANA,PARTIDO DE LA GENTE," 100,000 "
ABRAHAM ELISEO ORTIZ ORELLANA,PARTIDO DE LA GENTE," 10,000 "
ABRAHAM ELISEO ORTIZ ORELLANA,PARTIDO DE LA GENTE," 10,000 "
ABRAHAM ELISEO ORTIZ ORELLANA,PARTIDO DE LA GENTE," 200,000 "
ABRAHAM ELISEO ORTIZ ORELLANA,PARTIDO DE LA GENTE," 170,000 "
ABRAHAM ELISEO ORTIZ ORELLANA,PARTIDO DE LA GENTE," 2,400,000 "
ABRAHAM ELISEO ORTIZ ORELLANA,PARTIDO DE LA GENTE," 273,447 "
ABRAHAM GONZALO LARRONDO VEGA,PARTIDO CONSERVADOR CRISTIANO," 1,000 "
ABRAHAM GONZALO LARRONDO VEGA,PARTIDO CONSERVADOR CRISTIANO," 100,000 "
ABRAHAM GONZALO LARRONDO VEGA,PARTIDO CONSERVADOR CRISTIANO," 2,415,874 "
ABRAHAM GONZALO LARRONDO VEGA,PARTIDO CONSERVADOR CRISTIANO," 3,958,989 "
ABRAHAM GONZALO LARRONDO VEGA,PARTIDO CONSERVADOR CRISTIANO, - 
ABRAHAM GONZALO LARRONDO VEGA,PARTIDO CONSERVADOR CRISTIANO," 1,000 "
ABRAHAM GONZALO LARRONDO VEGA,PARTIDO CONSERVADOR CRISTIANO," 1,130,500 "
ABRAHAM ISAAC CABEZAS NAVARRETE,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA," 196,000 "
ABRAHAM ISAAC CABEZAS NAVARRETE,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA," 1,200,000 "
ACHARYA DEVA DIAZ PAINEN,PARTIDO HUMANISTA," 720,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 120,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 70,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 190,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 50,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 30,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 1,500,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 30,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 110,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 200,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 800,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 90,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 50,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 200,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 30,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 2,967,265 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 737,926 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 800,000 "
ADA FRIDERICKSEN JARA,PARTIDO SOCIALISTA DE CHILE," 500,000 "
ADEMAR OCTAVIO MUñOZ RIFO,CENTRO UNIDO," 191,590 "
ADEMAR OCTAVIO MUñOZ RIFO,CENTRO UNIDO," 63,000 "
ADEMAR OCTAVIO MUñOZ RIFO,CENTRO UNIDO," 126,392 "
ADEMAR OCTAVIO MUñOZ RIFO,CENTRO UNIDO," 184,692 "
ADOLFO ANDRES ESTRADA ALDONEY,PARTIDO DE LA GENTE," 273,447 "
ADOLFO ANDRES ESTRADA ALDONEY,PARTIDO DE LA GENTE," 150,000 "
ADOLFO ANDRES ESTRADA ALDONEY,PARTIDO DE LA GENTE," 1,000,000 "
ADOLFO ANDRES ESTRADA ALDONEY,PARTIDO DE LA GENTE, - 
ADOLFO ANDRES ESTRADA ALDONEY,PARTIDO DE LA GENTE," 1,428,000 "
ADRIAN EDUARDO MUñOZ FONSECA,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA," 400,000 "
ADRIAN EDUARDO MUñOZ FONSECA,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA," 300,000 "
ADRIAN EDUARDO MUñOZ FONSECA,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA," 232,000 "
ADRIAN ELIAS MORA MORA,PARTIDO HUMANISTA," 921,000 "
ADRIAN MAURICIO MOLINAS ALVAREZ,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA," 232,000 "
ADRIAN MAURICIO MOLINAS ALVAREZ,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA," 550,000 "
ADRIANA EUGENIA SANDOVAL ARAYA,PARTIDO DE LA GENTE," 288,932 "
ADRIANA EUGENIA SANDOVAL ARAYA,PARTIDO DE LA GENTE," 20,000 "
ADRIANA EUGENIA SANDOVAL ARAYA,PARTIDO DE LA GENTE," 20,000 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 4,125,000 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 4,088,611 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 28,804,310 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 50,000 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 15,000,000 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 1,000 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 27,462,651 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA, - 
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 6,500,000 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 2,100,000 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 1,500,000 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 500,000 "
ADRIANA MUñOZ DALBORA,PARTIDO POR LA DEMOCRACIA," 600,000 "
ADRIANA SOLANGE DELGADO CAREAGA,PARTIDO DE LA GENTE," 500,000 "
ADRIANA SOLANGE DELGADO CAREAGA,PARTIDO DE LA GENTE," 150,000 "
ADRIANA SOLANGE DELGADO CAREAGA,PARTIDO DE LA GENTE," 255,612 "
ADRIANA SOLANGE DELGADO CAREAGA,PARTIDO DE LA GENTE," 387,000 "
AGAPITO SANTANDER MARIN,PARTIDO SOCIALISTA DE CHILE," 1,000,000 "
AGAPITO SANTANDER MARIN,PARTIDO SOCIALISTA DE CHILE," 1,280,000 "
AGAPITO SANTANDER MARIN,PARTIDO SOCIALISTA DE CHILE," 1,572,681 "
AGUSTIN ANTONIO SILVA SCHULTZ,PARTIDO REPUBLICANO DE CHILE," 50,000 "
AGUSTIN ANTONIO SILVA SCHULTZ,PARTIDO REPUBLICANO DE CHILE," 250,000 "
AGUSTIN ANTONIO SILVA SCHULTZ,PARTIDO REPUBLICANO DE CHILE," 445,060 "
AGUSTIN ANTONIO SILVA SCHULTZ,PARTIDO REPUBLICANO DE CHILE," 300,000 "
AGUSTIN ANTONIO SILVA SCHULTZ,PARTIDO REPUBLICANO DE CHILE," 150,000 "
AGUSTIN ENRIQUE FUENTES ROMERO,PARTIDO POR LA DEMOCRACIA," 40,000 "
AGUSTIN ENRIQUE FUENTES ROMERO,PARTIDO POR LA DEMOCRACIA," 30,000 "
AGUSTIN ENRIQUE FUENTES ROMERO,PARTIDO POR LA DEMOCRACIA," 10,000 "
AGUSTIN ENRIQUE FUENTES ROMERO,PARTIDO POR LA DEMOCRACIA," 50,000 "
AGUSTIN ENRIQUE FUENTES ROMERO,PARTIDO POR LA DEMOCRACIA," 240,000 "
AGUSTIN ENRIQUE FUENTES ROMERO,PARTIDO POR LA DEMOCRACIA," 4,379,249 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 3,000,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 320,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 320,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 320,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 3,000,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 100,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 20,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 10,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 200,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 100,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 30,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 150,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 300,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 200,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 50,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 500,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 30,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 80,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 20,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 55,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 20,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 400,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 320,000 "
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE, - 
AGUSTIN MATIAS ROMERO LEIVA,PARTIDO REPUBLICANO DE CHILE," 10,545,895 "
AHIMALEC ABSALON BENITEZ SILVA,PARTIDO DEMOCRATA CRISTIANO," 250,000 "
AHIMALEC ABSALON BENITEZ SILVA,PARTIDO DEMOCRATA CRISTIANO," 800,000 "
AHIMALEC ABSALON BENITEZ SILVA,PARTIDO DEMOCRATA CRISTIANO," 30,000 "
AHIMALEC ABSALON BENITEZ SILVA,PARTIDO DEMOCRATA CRISTIANO," 50,000 "
AHIMALEC ABSALON BENITEZ SILVA,PARTIDO DEMOCRATA CRISTIANO," 100,000 "
AHIMALEC ABSALON BENITEZ SILVA,PARTIDO DEMOCRATA CRISTIANO," 199,920 "
AHIMALEC ABSALON BENITEZ SILVA,PARTIDO DEMOCRATA CRISTIANO," 600,000 "
AHIMALEC ABSALON BENITEZ SILVA,PARTIDO DEMOCRATA CRISTIANO," 400,000 "
AHIMALEC ABSALON BENITEZ SILVA,PARTIDO DEMOCRATA CRISTIANO," 1,800,000 "
AHIMALEC ABSALON BENITEZ SILVA,PARTIDO DEMOCRATA CRISTIANO," 2,093,594 "
ALAMIRO GARRIDO CACERES,UNION DEMOCRATA INDEPENDIENTE," 1,000,000 "
ALAMIRO GARRIDO CACERES,UNION DEMOCRATA INDEPENDIENTE," 120,000 "
ALAMIRO GARRIDO CACERES,UNION DEMOCRATA INDEPENDIENTE," 15,000 "
ALAMIRO GARRIDO CACERES,UNION DEMOCRATA INDEPENDIENTE," 5,334,201 "
ALAMIRO GARRIDO CACERES,UNION DEMOCRATA INDEPENDIENTE," 484,600 "
ALAMIRO GARRIDO CACERES,UNION DEMOCRATA INDEPENDIENTE," 484,600 "
ALAN VALDO ROLDAN CABRERA,RENOVACION NACIONAL," 8,000,000 "
ALAN VALDO ROLDAN CABRERA,RENOVACION NACIONAL, - 
ALAN VALDO ROLDAN CABRERA,RENOVACION NACIONAL, - 
ALAN VALDO ROLDAN CABRERA,RENOVACION NACIONAL," 810,058 "
ALAN VALDO ROLDAN CABRERA,RENOVACION NACIONAL," 416,500 "
ALAN VALDO ROLDAN CABRERA,RENOVACION NACIONAL," 300,000 "
ALAN VALDO ROLDAN CABRERA,RENOVACION NACIONAL," 800,000 "
ALAN VALDO ROLDAN CABRERA,RENOVACION NACIONAL," 3,935,646 "
ALAN VALDO ROLDAN CABRERA,RENOVACION NACIONAL," 784,922 "
ALAN VALDO ROLDAN CABRERA,RENOVACION NACIONAL," 22,960,192 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 50,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 100,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE, - 
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE, - 
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 50,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE, - 
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE, - 
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 1,781,703 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 2,000,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 6,000,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 100,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 30,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 30,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 75,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 50,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 60,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 20,000,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 4,000,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBAN MANCILLA DIAZ,PARTIDO SOCIALISTA DE CHILE," 10,000 "
ALBERTO ALEJANDRO LOPEZ ENGEL,CENTRO UNIDO," 800,000 "
ALBERTO ALEJANDRO LOPEZ ENGEL,CENTRO UNIDO," 200,000 "
ALBERTO ANTONIO PAVEZ SOTO,UNION DEMOCRATA INDEPENDIENTE," 1,000,000 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 100,000 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL, - 
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 250,000 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 1,000 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 2,700,000 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 2,000 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 20,000 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 100,000 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 5,238,069 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 350,000 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 350,000 "
ALBERTO ENRIQUE CORTES BUSTAMANTE,RENOVACION NACIONAL," 680,000 "
ALBERTO ENRIQUE JARPA LEIVA,PARTIDO DEMOCRATA CRISTIANO," 800,000 "
ALBERTO ENRIQUE JARPA LEIVA,PARTIDO DEMOCRATA CRISTIANO," 4,004,350 "
ALBERTO ENRIQUE JARPA LEIVA,PARTIDO DEMOCRATA CRISTIANO," 660,000 "
ALBERTO ENRIQUE JARPA LEIVA,PARTIDO DEMOCRATA CRISTIANO, 1 
ALBERTO GALLARDO FLORES,UNION DEMOCRATA INDEPENDIENTE," 800,000 "
ALBERTO GALLARDO FLORES,UNION DEMOCRATA INDEPENDIENTE," 200,000 "
ALBERTO GALLARDO FLORES,UNION DEMOCRATA INDEPENDIENTE," 1,483,342 "
ALBERTO GALLARDO FLORES,UNION DEMOCRATA INDEPENDIENTE," 4,901,650 "
ALBERTO GALLARDO FLORES,UNION DEMOCRATA INDEPENDIENTE," 600,000 "
ALBERTO GALLARDO FLORES,UNION DEMOCRATA INDEPENDIENTE," 600,000 "
ALBERTO MERINO SANTELICES,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA, 1 
ALBERTO MERINO SANTELICES,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA," 1,213,181 "
ALBERTO MERINO SANTELICES,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA," 155,319 "
ALBERTO MUñOZ SANDOVAL,PARTIDO RADICAL DE CHILE," 500,000 "
ALBERTO PIZARRO CHAñILAO,PARTIDO POR LA DEMOCRACIA," 5,000,000 "
ALBERTO PIZARRO CHAñILAO,PARTIDO POR LA DEMOCRACIA, 9 
ALBERTO PIZARRO CHAñILAO,PARTIDO POR LA DEMOCRACIA," 1,000 "
ALBERTO PIZARRO CHAñILAO,PARTIDO POR LA DEMOCRACIA," 700,000 "
ALBERTO PIZARRO CHAñILAO,PARTIDO POR LA DEMOCRACIA, - 
ALBERTO PIZARRO CHAñILAO,PARTIDO POR LA DEMOCRACIA," 6,150,000 "
ALBERTO PIZARRO CHAñILAO,PARTIDO POR LA DEMOCRACIA," 10,140,000 "
ALBERTO SAMUEL GODOY TORDOYA,N/A," 200,000 "
ALBERTO SAMUEL GODOY TORDOYA,N/A," 200,000 "
ALBERTO UNDURRAGA VICUñA,PARTIDO DEMOCRATA CRISTIANO," 300,000 "
ALBERTO UNDURRAGA VICUñA,PARTIDO DEMOCRATA CRISTIANO," 1,000,000 "
ALBERTO UNDURRAGA VICUñA,PARTIDO DEMOCRATA CRISTIANO," 250,000 "
ALBERTO UNDURRAGA VICUñA,PARTIDO DEMOCRATA CRISTIANO," 300,000 "
ALBERTO UNDURRAGA VICUñA,PARTIDO DEMOCRATA CRISTIANO," 3,000,000 "
ALBERTO UNDURRAGA VICUñA,PARTIDO DEMOCRATA CRISTIANO," 500,000 "
ALBERTO UNDURRAGA VICUñA,PARTIDO DEMOCRATA CRISTIANO," 500,000 "
ALBERTO UNDURRAGA VICUñA,PARTIDO DEMOCRATA CRISTIANO," 582,700 "
